Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-03-11,0.69, 2009,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-03-21,0.664, 2009,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-04-01,0.644, 2009,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-04-11,0.632, 2009,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-04-21,0.62, 2009,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-05-01,0.541, 2009,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-05-11,0.491, 2009,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-05-21,0.521, 2009,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-06-01,0.576, 2009,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-06-11,0.57, 2009,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-06-21,0.576, 2009,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-07-01,0.568, 2009,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-07-11,0.548, 2009,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-07-21,0.61, 2009,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-08-01,0.594, 2009,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-08-11,0.688, 2009,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-08-21,0.636, 2009,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-09-01,0.666, 2009,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-09-11,0.623, 2009,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-09-21,0.511, 2009,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-10-01,0.475, 2009,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-10-11,0.504, 2009,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-10-21,0.516, 2009,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-11-01,0.523, 2009,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-11-11,0.56, 2009,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-11-21,0.528, 2009,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-12-01,0.541, 2009,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-12-11,0.55, 2009,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2009-12-21,0.526, 2009,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-01-01,0.544, 2010,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-01-11,0.48, 2010,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-01-21,0.494, 2010,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-02-01,0.542, 2010,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-02-11,0.537, 2010,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-02-21,0.517, 2010,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-03-01,0.484, 2010,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-03-11,0.487, 2010,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-03-21,0.465, 2010,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-04-01,0.542, 2010,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-04-11,0.62, 2010,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-04-21,0.625, 2010,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-05-01,0.585, 2010,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-05-11,0.491, 2010,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-05-21,0.518, 2010,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-06-01,0.632, 2010,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-06-11,0.685, 2010,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-06-21,0.669, 2010,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-07-01,0.656, 2010,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-07-11,0.653, 2010,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-07-21,0.723, 2010,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-08-01,0.621, 2010,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-08-11,0.617, 2010,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-08-21,0.595, 2010,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-09-01,0.622, 2010,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-09-11,0.653, 2010,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-09-21,0.657, 2010,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-10-01,0.63, 2010,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-10-11,0.617, 2010,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-10-21,0.617, 2010,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-11-01,0.537, 2010,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-11-11,0.548, 2010,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-11-21,0.514, 2010,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-12-01,0.464, 2010,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-12-11,0.461, 2010,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2010-12-21,0.469, 2010,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-01-01,0.497, 2011,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-01-11,0.506, 2011,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-01-21,0.57, 2011,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-02-01,0.617, 2011,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-02-11,0.556, 2011,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-02-21,0.49, 2011,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-03-01,0.557, 2011,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-03-11,0.647, 2011,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-03-21,0.628, 2011,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-04-01,0.612, 2011,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-04-11,0.643, 2011,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-04-21,0.686, 2011,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-05-01,0.629, 2011,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-05-11,0.543, 2011,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-05-21,0.521, 2011,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-06-01,0.578, 2011,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-06-11,0.585, 2011,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-06-21,0.577, 2011,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-07-01,0.565, 2011,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-07-11,0.503, 2011,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-07-21,0.519, 2011,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-08-01,0.474, 2011,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-08-11,0.517, 2011,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-08-21,0.535, 2011,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-09-01,0.471, 2011,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-09-11,0.414, 2011,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-09-21,0.381, 2011,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-10-01,0.417, 2011,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-10-11,0.415, 2011,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-10-21,0.423, 2011,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-11-01,0.451, 2011,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-11-11,0.504, 2011,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-11-21,0.496, 2011,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-12-01,0.457, 2011,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-12-11,0.414, 2011,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2011-12-21,0.4, 2011,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-01-01,0.438, 2012,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-01-11,0.439, 2012,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-01-21,0.53, 2012,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-02-01,0.617, 2012,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-02-11,0.588, 2012,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-02-21,0.524, 2012,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-03-01,0.453, 2012,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-03-11,0.469, 2012,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-03-21,0.542, 2012,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-04-01,0.632, 2012,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-04-11,0.676, 2012,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-04-21,0.635, 2012,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-05-01,0.508, 2012,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-05-11,0.394, 2012,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-05-21,0.45, 2012,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-06-01,0.543, 2012,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-06-11,0.538, 2012,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-06-21,0.579, 2012,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-07-01,0.577, 2012,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-07-11,0.568, 2012,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-07-21,0.628, 2012,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-08-01,0.592, 2012,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-08-11,0.64, 2012,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-08-21,0.644, 2012,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-09-01,0.625, 2012,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-09-11,0.615, 2012,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-09-21,0.629, 2012,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-10-01,0.628, 2012,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-10-11,0.596, 2012,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-10-21,0.524, 2012,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-11-01,0.482, 2012,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-11-11,0.558, 2012,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-11-21,0.541, 2012,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-12-01,0.505, 2012,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-12-11,0.469, 2012,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2012-12-21,0.441, 2012,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-01-01,0.488, 2013,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-01-11,0.478, 2013,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-01-21,0.461, 2013,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-02-01,0.504, 2013,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-02-11,0.487, 2013,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-02-21,0.497, 2013,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-03-01,0.514, 2013,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-03-11,0.572, 2013,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-03-21,0.554, 2013,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-04-01,0.542, 2013,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-04-11,0.54, 2013,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-04-21,0.544, 2013,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-05-01,0.483, 2013,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-05-11,0.418, 2013,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-05-21,0.467, 2013,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-06-01,0.543, 2013,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-06-11,0.542, 2013,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-06-21,0.541, 2013,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-07-01,0.572, 2013,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-07-11,0.561, 2013,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-07-21,0.595, 2013,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-08-01,0.517, 2013,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-08-11,0.566, 2013,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-08-21,0.586, 2013,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-09-01,0.61, 2013,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-09-11,0.617, 2013,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-09-21,0.553, 2013,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-10-01,0.488, 2013,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-10-11,0.545, 2013,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-10-21,0.523, 2013,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-11-01,0.488, 2013,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-11-11,0.502, 2013,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-11-21,0.543, 2013,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-12-01,0.519, 2013,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-12-11,0.499, 2013,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2013-12-21,0.508, 2013,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-01-01,0.552, 2014,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-01-11,0.542, 2014,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-01-21,0.557, 2014,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-02-01,0.579, 2014,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-02-11,0.534, 2014,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-02-21,0.526, 2014,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-03-01,0.514, 2014,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-03-11,0.592, 2014,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-03-21,0.562, 2014,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-04-01,0.515, 2014,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-04-11,0.467, 2014,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-04-21,0.478, 2014,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-05-01,0.504, 2014,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-05-11,0.474, 2014,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-05-21,0.529, 2014,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-06-01,0.587, 2014,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-06-11,0.555, 2014,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-06-21,0.542, 2014,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-07-01,0.515, 2014,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-07-11,0.435, 2014,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-07-21,0.384, 2014,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-08-01,0.305, 2014,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-08-11,0.322, 2014,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-08-21,0.357, 2014,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-09-01,0.364, 2014,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-09-11,0.463, 2014,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-09-21,0.524, 2014,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-10-01,0.449, 2014,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-10-11,0.458, 2014,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-10-21,0.39, 2014,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-11-01,0.376, 2014,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-11-11,0.39, 2014,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-11-21,0.408, 2014,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-12-01,0.371, 2014,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-12-11,0.354, 2014,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2014-12-21,0.326, 2014,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-01-01,0.407, 2015,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-01-11,0.445, 2015,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-01-21,0.515, 2015,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-02-01,0.586, 2015,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-02-11,0.548, 2015,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-02-21,0.51, 2015,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-03-01,0.43, 2015,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-03-11,0.45, 2015,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-03-21,0.434, 2015,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-04-01,0.445, 2015,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-04-11,0.455, 2015,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-04-21,0.468, 2015,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-05-01,0.457, 2015,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-05-11,0.424, 2015,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-05-21,0.452, 2015,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-06-01,0.522, 2015,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-06-11,0.521, 2015,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-06-21,0.541, 2015,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-07-01,0.479, 2015,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-07-11,0.432, 2015,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-07-21,0.423, 2015,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-08-01,0.43, 2015,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-08-11,0.499, 2015,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-08-21,0.51, 2015,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-09-01,0.5, 2015,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-09-11,0.455, 2015,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-09-21,0.544, 2015,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-10-01,0.616, 2015,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-10-11,0.622, 2015,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-10-21,0.599, 2015,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-11-01,0.499, 2015,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-11-11,0.524, 2015,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-11-21,0.494, 2015,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-12-01,0.411, 2015,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2015-12-11,0.393, 2015,12,2, ,FAO-ASIS
