Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2002","2002","t","2902","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2003","2003","ha","557","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2003","2003","100 g/ha","80126","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2003","2003","t","4463","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2004","2004","ha","557","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2004","2004","100 g/ha","54973","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2004","2004","t","3062","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","ha","600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","100 g/ha","80083","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","t","4805","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","ha","724","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","100 g/ha","80110","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","t","5800","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","ha","400","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","100 g/ha","62500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","t","2500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","ha","700","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","100 g/ha","65658","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","t","4596.07","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","ha","580","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","100 g/ha","81398","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","t","4721.07","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","ha","681","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","100 g/ha","76650","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","t","5216.87","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","ha","499","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","100 g/ha","72511","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","t","3620","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","ha","607","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","100 g/ha","72568","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","t","4405.56","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2013","2013","ha","653","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2013","2013","100 g/ha","72448","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2013","2013","t","4728.57","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2014","2014","ha","644","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2014","2014","100 g/ha","73097","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2014","2014","t","4704.04","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","ha","650","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","100 g/ha","73251","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","t","4761.47","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","ha","662","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","100 g/ha","73349","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","t","4859.17","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","ha","669","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","100 g/ha","73396","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","t","4911.95","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","ha","685","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","100 g/ha","73382","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","t","5027.65","I","Imputed value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","ha","672","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","100 g/ha","73376","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","t","4932.92","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","ha","676","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","100 g/ha","73385","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","t","4957.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","ha","678","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","100 g/ha","73381","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","t","4972.69","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","ha","675","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","100 g/ha","73381","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","t","4954.37","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2000","2000","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2000","2000","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2001","2001","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2001","2001","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2002","2002","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2002","2002","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2003","2003","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2003","2003","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2004","2004","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2004","2004","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2005","2005","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2005","2005","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2006","2006","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2006","2006","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2007","2007","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2007","2007","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2008","2008","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2008","2008","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2009","2009","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2009","2009","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1961","1961","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1961","1961","t","8000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1962","1962","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1962","1962","t","8000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1963","1963","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1963","1963","t","10000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1964","1964","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1964","1964","t","5000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1965","1965","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1965","1965","t","3000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1966","1966","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1966","1966","t","4000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1967","1967","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1967","1967","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1968","1968","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1968","1968","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1969","1969","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1969","1969","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1970","1970","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1970","1970","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1971","1971","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1971","1971","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1972","1972","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1972","1972","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1973","1973","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1973","1973","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1974","1974","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1974","1974","t","3500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1975","1975","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1975","1975","t","3700","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1976","1976","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1976","1976","t","3900","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1977","1977","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1977","1977","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1978","1978","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1978","1978","t","4100","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1979","1979","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1979","1979","t","4200","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1980","1980","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1980","1980","t","4250","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1981","1981","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1981","1981","t","4300","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1982","1982","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1982","1982","t","4400","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1983","1983","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1983","1983","t","4500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1984","1984","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1984","1984","t","4500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1985","1985","ha","1550","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01460","Coconuts, in shell","1985","1985","100 g/ha","29032","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1985","1985","t","4500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1986","1986","ha","1550","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01460","Coconuts, in shell","1986","1986","100 g/ha","29677","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1986","1986","t","4600","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1987","1987","ha","1550","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01460","Coconuts, in shell","1987","1987","100 g/ha","30323","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1987","1987","t","4700","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1988","1988","ha","1550","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01460","Coconuts, in shell","1988","1988","100 g/ha","30323","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1988","1988","t","4700","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01460","Coconuts, in shell","1989","1989","ha","1550","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01460","Coconuts, in shell","1989","1989","100 g/ha","30323","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01460","Coconuts, in shell","1989","1989","t","4700","E","Estimated value",""
